	Queries	FastAnswerID	Paragraph	TrueParagraph	Module	ParentId	MouseClass	MouseConfidence	ExpertEvaluetion
232	как оформить отпуск по уходу за ребенком с 1,5 до 3 лет	12715	Находясь в отпуске по уходу за ребенком, сотрудник может работать на условиях неполного рабочего времени. Тогда в табеле необходимо отразить оба действия. Чтобы показать отпуск по уходу за ребенком, в коммерческих организациях используют буквенный код «ОЖ» или цифровой код «15». Чтобы отметить в табеле, что сотрудник работает, используют буквенный код «Я» или цифровой код «01». Двойные коды можно проставить через слеш (/) или добавить в табель дополнительную строку (раздел 2 указаний, утв. постановлением Госкомстата от 05.01.2004 № 1, письмо Роструда от 18.03.2008 № 660-6-0). Ниже представлен образец, как заполнять табель учета рабочего времени при работе на условиях неполного рабочего времени в период отпуска по уходу за ребенком.	Чтобы оформить отпуск по уходу за ребенком, сотрудник должен написать заявление. К нему нужно приложить документы, которые подтверждают рождение ребенка или установление опеки.	86	257961	0	0.994357526302338	0
233	как оформить отпуск по уходу за ребенком с 1,5 до 3 лет	12715	Выйти из отпуска по уходу за ребенком до трех лет сотрудник может досрочно или после того, как закончится отпуск. Если работник выходит досрочно, то от него потребуется заявление.	Чтобы оформить отпуск по уходу за ребенком, сотрудник должен написать заявление. К нему нужно приложить документы, которые подтверждают рождение ребенка или установление опеки.	86	257961	0	0.941288232803345	0
234	как оформить отпуск по уходу за ребенком с 1,5 до 3 лет	12715	Когда сотрудник начинает трудиться на условиях неполного рабочего времени, отпуск прерывать не нужно. В этой ситуации сотрудник продолжает получать все положенные выплаты (ч. 3 ст. 256 ТК, ч. 2 ст. 11.1 Закона от 29.12.2006 № 255-ФЗ, п. 46 Порядка, утв. приказом Минтруда от 29.09.2020 № 668н). Образец заявления о выходе на работу на условиях неполного рабочего времени представлен ниже.	Чтобы оформить отпуск по уходу за ребенком, сотрудник должен написать заявление. К нему нужно приложить документы, которые подтверждают рождение ребенка или установление опеки.	86	257961	0	0.994707584381104	0
235	как оформить отпуск по уходу за ребенком с 1,5 до 3 лет	12715	Если же работник выходит на полный день, отпуск придется прервать. Подробности – в рекомендации Как оформить выход сотрудника на работу после отпуска по уходу за ребенком.	Чтобы оформить отпуск по уходу за ребенком, сотрудник должен написать заявление. К нему нужно приложить документы, которые подтверждают рождение ребенка или установление опеки.	86	257961	0	0.989974558353424	0
236	как оформить отпуск по уходу за ребенком с 1,5 до 3 лет	12715	Отпуск также надо приостановить, если сотрудник уходит в ежегодный оплачиваемый отпуск. Работник не может одновременно находиться в отпуске по уходу за ребенком и ежегодном оплачиваемом отпуске. То же самое касается ситуаций, когда сотрудник уходит на больничный – приносит больничный листок в связи с собственной болезнью или по беременности и родам. Во всех этих ситуациях отпуск по уходу за ребенком придется прервать, чтобы получать больничное или декретное пособие. Ниже представлены образцы заявлений для каждой ситуации.	Чтобы оформить отпуск по уходу за ребенком, сотрудник должен написать заявление. К нему нужно приложить документы, которые подтверждают рождение ребенка или установление опеки.	86	257961	0	0.99445241689682	0
237	с какого времени больничный выплачивают только на карту мир	16171	Список выплат, для которых нужны карта МИР, приведен в пункте 5.5 статьи 30.5 Закона от 27.06.2011 № 161-ФЗ и постановлении Правительства от 01.12.2018 № 146. Карта МИР нужна работнику, чтобы получить пособие: по беременности и родам; при постановке на учет в ранние сроки беременности; при рождении ребенка; ежемесячное по уходу за ребенком; по временной нетрудоспособности пострадавшим от радиационных катастроф.	Карта МИР нужна только для пособия по временной нетрудоспособности, которое получают пострадавшие от радиационных катастроф, например, чернобыльцы. Это правило установлено в постановлении Правительства от 01.12.2018 № 1466.	86	337836	1	0.695644795894623	0
238	с какого времени больничный выплачивают только на карту мир	16171	Остальные пособия работники могут получать на любую карту. Например, больничное пособие при болезни сотрудника или травме, пособие на погребение.	Карта МИР нужна только для пособия по временной нетрудоспособности, которое получают пострадавшие от радиационных катастроф, например, чернобыльцы. Это правило установлено в постановлении Правительства от 01.12.2018 № 1466.	86	337836	1	0.855071246623993	0
239	с какого времени больничный выплачивают только на карту мир	16171	Выплаты, для которых нужна карта МИР, можно по-прежнему получить без карты. Например, почтовым переводом или на счет, который не привязан к карте (п. 5.4 статьи 30.5 Закона от 27.06.2011 № 161-ФЗ, письма ЦБ от 23.04.2020 № ИН-04-45/81, ФСС от 05.07.2019 № 02-08-01/16-05-6557л). Выбранный способ получения пособия сотрудник должен указать в бланке «Сведениях о застрахованном лице». Как оформить бланк – в разделе «Заявление».	Карта МИР нужна только для пособия по временной нетрудоспособности, которое получают пострадавшие от радиационных катастроф, например, чернобыльцы. Это правило установлено в постановлении Правительства от 01.12.2018 № 1466.	86	337836	0	0.983824610710144	0
240	с какого времени больничный выплачивают только на карту мир	16171	Карта МИР нужна только для пособия по временной нетрудоспособности, которое получают пострадавшие от радиационных катастроф, например, чернобыльцы. Это правило установлено в постановлении Правительства от 01.12.2018 № 1466.	Карта МИР нужна только для пособия по временной нетрудоспособности, которое получают пострадавшие от радиационных катастроф, например, чернобыльцы. Это правило установлено в постановлении Правительства от 01.12.2018 № 1466.	86	337836	1	0.942855596542358	1
241	с какого времени больничный выплачивают только на карту мир	16171	Пособие по временной нетрудоспособности сотрудника, в том числе по травме, по уходу за заболевшим ребенком или другим членом семьи, работник вправе получать на любую карту. Не важно, выплачивает пособие работодатель или напрямую ФСС.	Карта МИР нужна только для пособия по временной нетрудоспособности, которое получают пострадавшие от радиационных катастроф, например, чернобыльцы. Это правило установлено в постановлении Правительства от 01.12.2018 № 1466.	86	337836	1	0.873228251934052	0
242	с какого времени больничный выплачивают только на карту мир	16171	Работнице нужна карта МИР, чтобы получить пособие по беременности и родам (постановление Правительства от 01.12.2018 № 1466). Но у работницы есть право получать пособие по беременности и родам другими способами. Например, почтовым переводом или на счет, не привязанный к карте (п. 5.4 ст. 30.5 Закона от 27.06.2011 № 161-ФЗ, письма ЦБ от 23.04.2020 № ИН-04-45/81, ФСС от 05.07.2019 № 02-08-01/16-05-6557л).	Карта МИР нужна только для пособия по временной нетрудоспособности, которое получают пострадавшие от радиационных катастроф, например, чернобыльцы. Это правило установлено в постановлении Правительства от 01.12.2018 № 1466.	86	337836	0	0.977219462394714	0
243	с какого времени больничный выплачивают только на карту мир	16171	Выбранный способ получения пособия сотрудник должен указать в бланке «Сведениях о застрахованном лице». Как оформить бланк – в разделе «Заявление».	Карта МИР нужна только для пособия по временной нетрудоспособности, которое получают пострадавшие от радиационных катастроф, например, чернобыльцы. Это правило установлено в постановлении Правительства от 01.12.2018 № 1466.	86	337836	0	0.994911372661591	0
244	с какого времени больничный выплачивают только на карту мир	16171	Работнику нужна карта МИР, чтобы получить детские пособия. Например, пособие при постановке на учет в ранние сроки беременности, при рождении ребенка, ежемесячное по уходу за ребенком (постановление Правительства от 01.12.2018 № 1466).	Карта МИР нужна только для пособия по временной нетрудоспособности, которое получают пострадавшие от радиационных катастроф, например, чернобыльцы. Это правило установлено в постановлении Правительства от 01.12.2018 № 1466.	86	337836	0	0.978678286075592	0
245	с какого времени больничный выплачивают только на карту мир	16171	Если работник отказывается оформлять карту МИР, он может получить детские пособия почтовым переводом или на счет, который не привязан к карте (п. 5.4 ст. 30.5 Закона от 27.06.2011 № 161-ФЗ, письма ЦБ от 23.04.2020 № ИН-04-45/81, ФСС от 05.07.2019 № 02-08-01/16-05-6557л).	Карта МИР нужна только для пособия по временной нетрудоспособности, которое получают пострадавшие от радиационных катастроф, например, чернобыльцы. Это правило установлено в постановлении Правительства от 01.12.2018 № 1466.	86	337836	0	0.989224135875702	0
246	с какого времени больничный выплачивают только на карту мир	16171	Выбранный способ получения пособия сотрудник должен указать в бланке «Сведениях о застрахованном лице». Как оформить бланк – в разделе «Заявление».	Карта МИР нужна только для пособия по временной нетрудоспособности, которое получают пострадавшие от радиационных катастроф, например, чернобыльцы. Это правило установлено в постановлении Правительства от 01.12.2018 № 1466.	86	337836	0	0.994911372661591	0
247	карты мир и больничные листы	16171	Список выплат, для которых нужны карта МИР, приведен в пункте 5.5 статьи 30.5 Закона от 27.06.2011 № 161-ФЗ и постановлении Правительства от 01.12.2018 № 146. Карта МИР нужна работнику, чтобы получить пособие: по беременности и родам; при постановке на учет в ранние сроки беременности; при рождении ребенка; ежемесячное по уходу за ребенком; по временной нетрудоспособности пострадавшим от радиационных катастроф.	Карта МИР нужна только для пособия по временной нетрудоспособности, которое получают пострадавшие от радиационных катастроф, например, чернобыльцы. Это правило установлено в постановлении Правительства от 01.12.2018 № 1466.	86	337836	1	0.660839259624481	0
248	карты мир и больничные листы	16171	Остальные пособия работники могут получать на любую карту. Например, больничное пособие при болезни сотрудника или травме, пособие на погребение.	Карта МИР нужна только для пособия по временной нетрудоспособности, которое получают пострадавшие от радиационных катастроф, например, чернобыльцы. Это правило установлено в постановлении Правительства от 01.12.2018 № 1466.	86	337836	1	0.836202740669251	0
249	карты мир и больничные листы	16171	Выплаты, для которых нужна карта МИР, можно по-прежнему получить без карты. Например, почтовым переводом или на счет, который не привязан к карте (п. 5.4 статьи 30.5 Закона от 27.06.2011 № 161-ФЗ, письма ЦБ от 23.04.2020 № ИН-04-45/81, ФСС от 05.07.2019 № 02-08-01/16-05-6557л). Выбранный способ получения пособия сотрудник должен указать в бланке «Сведениях о застрахованном лице». Как оформить бланк – в разделе «Заявление».	Карта МИР нужна только для пособия по временной нетрудоспособности, которое получают пострадавшие от радиационных катастроф, например, чернобыльцы. Это правило установлено в постановлении Правительства от 01.12.2018 № 1466.	86	337836	0	0.993739008903503	0
250	карты мир и больничные листы	16171	Карта МИР нужна только для пособия по временной нетрудоспособности, которое получают пострадавшие от радиационных катастроф, например, чернобыльцы. Это правило установлено в постановлении Правительства от 01.12.2018 № 1466.	Карта МИР нужна только для пособия по временной нетрудоспособности, которое получают пострадавшие от радиационных катастроф, например, чернобыльцы. Это правило установлено в постановлении Правительства от 01.12.2018 № 1466.	86	337836	1	0.964909732341766	1
251	карты мир и больничные листы	16171	Пособие по временной нетрудоспособности сотрудника, в том числе по травме, по уходу за заболевшим ребенком или другим членом семьи, работник вправе получать на любую карту. Не важно, выплачивает пособие работодатель или напрямую ФСС.	Карта МИР нужна только для пособия по временной нетрудоспособности, которое получают пострадавшие от радиационных катастроф, например, чернобыльцы. Это правило установлено в постановлении Правительства от 01.12.2018 № 1466.	86	337836	1	0.9065802693367	0
252	карты мир и больничные листы	16171	Работнице нужна карта МИР, чтобы получить пособие по беременности и родам (постановление Правительства от 01.12.2018 № 1466). Но у работницы есть право получать пособие по беременности и родам другими способами. Например, почтовым переводом или на счет, не привязанный к карте (п. 5.4 ст. 30.5 Закона от 27.06.2011 № 161-ФЗ, письма ЦБ от 23.04.2020 № ИН-04-45/81, ФСС от 05.07.2019 № 02-08-01/16-05-6557л).	Карта МИР нужна только для пособия по временной нетрудоспособности, которое получают пострадавшие от радиационных катастроф, например, чернобыльцы. Это правило установлено в постановлении Правительства от 01.12.2018 № 1466.	86	337836	0	0.971237778663635	0
253	карты мир и больничные листы	16171	Выбранный способ получения пособия сотрудник должен указать в бланке «Сведениях о застрахованном лице». Как оформить бланк – в разделе «Заявление».	Карта МИР нужна только для пособия по временной нетрудоспособности, которое получают пострадавшие от радиационных катастроф, например, чернобыльцы. Это правило установлено в постановлении Правительства от 01.12.2018 № 1466.	86	337836	0	0.994885623455048	0
254	карты мир и больничные листы	16171	Работнику нужна карта МИР, чтобы получить детские пособия. Например, пособие при постановке на учет в ранние сроки беременности, при рождении ребенка, ежемесячное по уходу за ребенком (постановление Правительства от 01.12.2018 № 1466).	Карта МИР нужна только для пособия по временной нетрудоспособности, которое получают пострадавшие от радиационных катастроф, например, чернобыльцы. Это правило установлено в постановлении Правительства от 01.12.2018 № 1466.	86	337836	1	0.737211406230927	0
255	карты мир и больничные листы	16171	Если работник отказывается оформлять карту МИР, он может получить детские пособия почтовым переводом или на счет, который не привязан к карте (п. 5.4 ст. 30.5 Закона от 27.06.2011 № 161-ФЗ, письма ЦБ от 23.04.2020 № ИН-04-45/81, ФСС от 05.07.2019 № 02-08-01/16-05-6557л).	Карта МИР нужна только для пособия по временной нетрудоспособности, которое получают пострадавшие от радиационных катастроф, например, чернобыльцы. Это правило установлено в постановлении Правительства от 01.12.2018 № 1466.	86	337836	0	0.977575302124023	0
256	карты мир и больничные листы	16171	Выбранный способ получения пособия сотрудник должен указать в бланке «Сведениях о застрахованном лице». Как оформить бланк – в разделе «Заявление».	Карта МИР нужна только для пособия по временной нетрудоспособности, которое получают пострадавшие от радиационных катастроф, например, чернобыльцы. Это правило установлено в постановлении Правительства от 01.12.2018 № 1466.	86	337836	0	0.994885623455048	0
257	больничные листы на карту мир	16171	Список выплат, для которых нужны карта МИР, приведен в пункте 5.5 статьи 30.5 Закона от 27.06.2011 № 161-ФЗ и постановлении Правительства от 01.12.2018 № 146. Карта МИР нужна работнику, чтобы получить пособие: по беременности и родам; при постановке на учет в ранние сроки беременности; при рождении ребенка; ежемесячное по уходу за ребенком; по временной нетрудоспособности пострадавшим от радиационных катастроф.	Карта МИР нужна только для пособия по временной нетрудоспособности, которое получают пострадавшие от радиационных катастроф, например, чернобыльцы. Это правило установлено в постановлении Правительства от 01.12.2018 № 1466.	86	337836	1	0.913536489009857	0
258	больничные листы на карту мир	16171	Остальные пособия работники могут получать на любую карту. Например, больничное пособие при болезни сотрудника или травме, пособие на погребение.	Карта МИР нужна только для пособия по временной нетрудоспособности, которое получают пострадавшие от радиационных катастроф, например, чернобыльцы. Это правило установлено в постановлении Правительства от 01.12.2018 № 1466.	86	337836	1	0.937397718429565	0
259	больничные листы на карту мир	16171	Выплаты, для которых нужна карта МИР, можно по-прежнему получить без карты. Например, почтовым переводом или на счет, который не привязан к карте (п. 5.4 статьи 30.5 Закона от 27.06.2011 № 161-ФЗ, письма ЦБ от 23.04.2020 № ИН-04-45/81, ФСС от 05.07.2019 № 02-08-01/16-05-6557л). Выбранный способ получения пособия сотрудник должен указать в бланке «Сведениях о застрахованном лице». Как оформить бланк – в разделе «Заявление».	Карта МИР нужна только для пособия по временной нетрудоспособности, которое получают пострадавшие от радиационных катастроф, например, чернобыльцы. Это правило установлено в постановлении Правительства от 01.12.2018 № 1466.	86	337836	0	0.981601119041443	0
260	больничные листы на карту мир	16171	Карта МИР нужна только для пособия по временной нетрудоспособности, которое получают пострадавшие от радиационных катастроф, например, чернобыльцы. Это правило установлено в постановлении Правительства от 01.12.2018 № 1466.	Карта МИР нужна только для пособия по временной нетрудоспособности, которое получают пострадавшие от радиационных катастроф, например, чернобыльцы. Это правило установлено в постановлении Правительства от 01.12.2018 № 1466.	86	337836	1	0.967609465122223	1
261	больничные листы на карту мир	16171	Пособие по временной нетрудоспособности сотрудника, в том числе по травме, по уходу за заболевшим ребенком или другим членом семьи, работник вправе получать на любую карту. Не важно, выплачивает пособие работодатель или напрямую ФСС.	Карта МИР нужна только для пособия по временной нетрудоспособности, которое получают пострадавшие от радиационных катастроф, например, чернобыльцы. Это правило установлено в постановлении Правительства от 01.12.2018 № 1466.	86	337836	1	0.884081602096558	0
262	больничные листы на карту мир	16171	Работнице нужна карта МИР, чтобы получить пособие по беременности и родам (постановление Правительства от 01.12.2018 № 1466). Но у работницы есть право получать пособие по беременности и родам другими способами. Например, почтовым переводом или на счет, не привязанный к карте (п. 5.4 ст. 30.5 Закона от 27.06.2011 № 161-ФЗ, письма ЦБ от 23.04.2020 № ИН-04-45/81, ФСС от 05.07.2019 № 02-08-01/16-05-6557л).	Карта МИР нужна только для пособия по временной нетрудоспособности, которое получают пострадавшие от радиационных катастроф, например, чернобыльцы. Это правило установлено в постановлении Правительства от 01.12.2018 № 1466.	86	337836	0	0.913082242012024	0
263	больничные листы на карту мир	16171	Выбранный способ получения пособия сотрудник должен указать в бланке «Сведениях о застрахованном лице». Как оформить бланк – в разделе «Заявление».	Карта МИР нужна только для пособия по временной нетрудоспособности, которое получают пострадавшие от радиационных катастроф, например, чернобыльцы. Это правило установлено в постановлении Правительства от 01.12.2018 № 1466.	86	337836	0	0.994919955730438	0
264	больничные листы на карту мир	16171	Работнику нужна карта МИР, чтобы получить детские пособия. Например, пособие при постановке на учет в ранние сроки беременности, при рождении ребенка, ежемесячное по уходу за ребенком (постановление Правительства от 01.12.2018 № 1466).	Карта МИР нужна только для пособия по временной нетрудоспособности, которое получают пострадавшие от радиационных катастроф, например, чернобыльцы. Это правило установлено в постановлении Правительства от 01.12.2018 № 1466.	86	337836	1	0.737864553928375	0
265	больничные листы на карту мир	16171	Если работник отказывается оформлять карту МИР, он может получить детские пособия почтовым переводом или на счет, который не привязан к карте (п. 5.4 ст. 30.5 Закона от 27.06.2011 № 161-ФЗ, письма ЦБ от 23.04.2020 № ИН-04-45/81, ФСС от 05.07.2019 № 02-08-01/16-05-6557л).	Карта МИР нужна только для пособия по временной нетрудоспособности, которое получают пострадавшие от радиационных катастроф, например, чернобыльцы. Это правило установлено в постановлении Правительства от 01.12.2018 № 1466.	86	337836	0	0.984453618526459	0
266	больничные листы на карту мир	16171	Выбранный способ получения пособия сотрудник должен указать в бланке «Сведениях о застрахованном лице». Как оформить бланк – в разделе «Заявление».	Карта МИР нужна только для пособия по временной нетрудоспособности, которое получают пострадавшие от радиационных катастроф, например, чернобыльцы. Это правило установлено в постановлении Правительства от 01.12.2018 № 1466.	86	337836	0	0.994919955730438	0
267	как провести больничный во время отпуска	16177	В 2021 году при расчете отпускных расчетный период у многих сотрудников может включать периоды временной нетрудоспособности, в том числе по карантину на основании больничного листа. Эти промежутки времени при расчете среднего заработка для отпускных не учитывайте. Аналогичным образом не учитывайте суммы, начисленные по больничным листам. Основание – подпункт «б» пункта 5 положения, которое утверждено постановлением Правительства от 24.12.2017 № 922.	Работодатель должен оплатить больничный лист сотрудника, который заболел в оплачиваемом отпуске. При этом сам отпуск надо перенести или продлить (см. перечень случаев, когда ежегодный отпуск надо перенести или продлить). Основанием для переноса отпуска может быть заявление сотрудника. Для того чтобы продлить отпуск, как правило, достаточно устного сообщения работника о болезни. На основании этого сообщения издают приказ.	86	274742	1	0.897235214710236	0
268	как провести больничный во время отпуска	16177	Работодатель должен оплатить больничный лист сотрудника, который заболел в оплачиваемом отпуске. При этом сам отпуск надо перенести или продлить (см. перечень случаев, когда ежегодный отпуск надо перенести или продлить). Основанием для переноса отпуска может быть заявление сотрудника. Для того чтобы продлить отпуск, как правило, достаточно устного сообщения работника о болезни. На основании этого сообщения издают приказ.	Работодатель должен оплатить больничный лист сотрудника, который заболел в оплачиваемом отпуске. При этом сам отпуск надо перенести или продлить (см. перечень случаев, когда ежегодный отпуск надо перенести или продлить). Основанием для переноса отпуска может быть заявление сотрудника. Для того чтобы продлить отпуск, как правило, достаточно устного сообщения работника о болезни. На основании этого сообщения издают приказ.	86	274742	1	0.9668008685112	1
269	как провести больничный во время отпуска	16177	Не оплачивайте больничный лист, если в отпуске заболел не сам работник, а его ребенок. Если больничный лист выдан в связи с карантином, пособие также не назначают. Это правило применяется в том числе для ситуаций, когда больничный лист в связи с карантином получает сотрудник 65 лет и старше. Во всех этих случаях отпуск не переносят и не продлевают.	Работодатель должен оплатить больничный лист сотрудника, который заболел в оплачиваемом отпуске. При этом сам отпуск надо перенести или продлить (см. перечень случаев, когда ежегодный отпуск надо перенести или продлить). Основанием для переноса отпуска может быть заявление сотрудника. Для того чтобы продлить отпуск, как правило, достаточно устного сообщения работника о болезни. На основании этого сообщения издают приказ.	86	274742	0	0.963703572750092	0
270	количество дней отпуска за время больничного по беременности и родам	16177	В 2021 году при расчете отпускных расчетный период у многих сотрудников может включать периоды временной нетрудоспособности, в том числе по карантину на основании больничного листа. Эти промежутки времени при расчете среднего заработка для отпускных не учитывайте. Аналогичным образом не учитывайте суммы, начисленные по больничным листам. Основание – подпункт «б» пункта 5 положения, которое утверждено постановлением Правительства от 24.12.2017 № 922.	Работодатель должен оплатить больничный лист сотрудника, который заболел в оплачиваемом отпуске. При этом сам отпуск надо перенести или продлить (см. перечень случаев, когда ежегодный отпуск надо перенести или продлить). Основанием для переноса отпуска может быть заявление сотрудника. Для того чтобы продлить отпуск, как правило, достаточно устного сообщения работника о болезни. На основании этого сообщения издают приказ.	86	274742	0	0.992604374885559	0
271	количество дней отпуска за время больничного по беременности и родам	16177	Работодатель должен оплатить больничный лист сотрудника, который заболел в оплачиваемом отпуске. При этом сам отпуск надо перенести или продлить (см. перечень случаев, когда ежегодный отпуск надо перенести или продлить). Основанием для переноса отпуска может быть заявление сотрудника. Для того чтобы продлить отпуск, как правило, достаточно устного сообщения работника о болезни. На основании этого сообщения издают приказ.	Работодатель должен оплатить больничный лист сотрудника, который заболел в оплачиваемом отпуске. При этом сам отпуск надо перенести или продлить (см. перечень случаев, когда ежегодный отпуск надо перенести или продлить). Основанием для переноса отпуска может быть заявление сотрудника. Для того чтобы продлить отпуск, как правило, достаточно устного сообщения работника о болезни. На основании этого сообщения издают приказ.	86	274742	0	0.991518318653107	1
272	количество дней отпуска за время больничного по беременности и родам	16177	Не оплачивайте больничный лист, если в отпуске заболел не сам работник, а его ребенок. Если больничный лист выдан в связи с карантином, пособие также не назначают. Это правило применяется в том числе для ситуаций, когда больничный лист в связи с карантином получает сотрудник 65 лет и старше. Во всех этих случаях отпуск не переносят и не продлевают.	Работодатель должен оплатить больничный лист сотрудника, который заболел в оплачиваемом отпуске. При этом сам отпуск надо перенести или продлить (см. перечень случаев, когда ежегодный отпуск надо перенести или продлить). Основанием для переноса отпуска может быть заявление сотрудника. Для того чтобы продлить отпуск, как правило, достаточно устного сообщения работника о болезни. На основании этого сообщения издают приказ.	86	274742	0	0.994729340076447	0
