FastAnswerID	Paragraph	TrueParagraph	Module	ParentId
16171	Работнику нужна карта МИР, чтобы получить детские пособия. Например, пособие при постановке на учет в ранние сроки беременности, при рождении ребенка, ежемесячное по уходу за ребенком (постановление Правительства от 01.12.2018 № 1466).	Карта МИР нужна только для пособия по временной нетрудоспособности, которое получают пострадавшие от радиационных катастроф, например, чернобыльцы. Это правило установлено в постановлении Правительства от 01.12.2018 № 1466.	86	337836
16171	Если работник отказывается оформлять карту МИР, он может получить детские пособия почтовым переводом или на счет, который не привязан к карте (п. 5.4 ст. 30.5 Закона от 27.06.2011 № 161-ФЗ, письма ЦБ от 23.04.2020 № ИН-04-45/81, ФСС от 05.07.2019 № 02-08-01/16-05-6557л).	Карта МИР нужна только для пособия по временной нетрудоспособности, которое получают пострадавшие от радиационных катастроф, например, чернобыльцы. Это правило установлено в постановлении Правительства от 01.12.2018 № 1466.	86	337836
16171	Выбранный способ получения пособия сотрудник должен указать в бланке «Сведениях о застрахованном лице». Как оформить бланк – в разделе «Заявление».	Карта МИР нужна только для пособия по временной нетрудоспособности, которое получают пострадавшие от радиационных катастроф, например, чернобыльцы. Это правило установлено в постановлении Правительства от 01.12.2018 № 1466.	86	337836
16177	В 2021 году при расчете отпускных расчетный период у многих сотрудников может включать периоды временной нетрудоспособности, в том числе по карантину на основании больничного листа. Эти промежутки времени при расчете среднего заработка для отпускных не учитывайте. Аналогичным образом не учитывайте суммы, начисленные по больничным листам. Основание – подпункт «б» пункта 5 положения, которое утверждено постановлением Правительства от 24.12.2017 № 922.	Работодатель должен оплатить больничный лист сотрудника, который заболел в оплачиваемом отпуске. При этом сам отпуск надо перенести или продлить (см. перечень случаев, когда ежегодный отпуск надо перенести или продлить). Основанием для переноса отпуска может быть заявление сотрудника. Для того чтобы продлить отпуск, как правило, достаточно устного сообщения работника о болезни. На основании этого сообщения издают приказ.	86	274742
16177	Работодатель должен оплатить больничный лист сотрудника, который заболел в оплачиваемом отпуске. При этом сам отпуск надо перенести или продлить (см. перечень случаев, когда ежегодный отпуск надо перенести или продлить). Основанием для переноса отпуска может быть заявление сотрудника. Для того чтобы продлить отпуск, как правило, достаточно устного сообщения работника о болезни. На основании этого сообщения издают приказ.	Работодатель должен оплатить больничный лист сотрудника, который заболел в оплачиваемом отпуске. При этом сам отпуск надо перенести или продлить (см. перечень случаев, когда ежегодный отпуск надо перенести или продлить). Основанием для переноса отпуска может быть заявление сотрудника. Для того чтобы продлить отпуск, как правило, достаточно устного сообщения работника о болезни. На основании этого сообщения издают приказ.	86	274742
16177	Не оплачивайте больничный лист, если в отпуске заболел не сам работник, а его ребенок. Если больничный лист выдан в связи с карантином, пособие также не назначают. Это правило применяется в том числе для ситуаций, когда больничный лист в связи с карантином получает сотрудник 65 лет и старше. Во всех этих случаях отпуск не переносят и не продлевают.	Работодатель должен оплатить больничный лист сотрудника, который заболел в оплачиваемом отпуске. При этом сам отпуск надо перенести или продлить (см. перечень случаев, когда ежегодный отпуск надо перенести или продлить). Основанием для переноса отпуска может быть заявление сотрудника. Для того чтобы продлить отпуск, как правило, достаточно устного сообщения работника о болезни. На основании этого сообщения издают приказ.	86	274742
16178	Больничный лист заполняют в общем порядке. Но при прямых выплатах не надо указывать сумму пособия за счет ФСС и общую сумму пособия (п. 73 Порядка, утв. приказом Минздрава от 01.09.2020 № 925н).	Больничный лист заполняют в общем порядке. Но при прямых выплатах не надо указывать сумму пособия за счет ФСС и общую сумму пособия (п. 73 Порядка, утв. приказом Минздрава от 01.09.2020 № 925н).	86	292313
16178	С 1 января 2021 года работодатель рассчитывает и оплачивает сотруднику больничный по болезни только за первые три дня. Пособие за остальные дни начислит и перечислит ФСС напрямую работнику - для этого направьте в фонд электронный реестр. Пособие по уходу за ребенком сотруднику рассчитывает и выплачивает ФСС напрямую с первого дня болезни. Подробнее в материале – Оформление, расчет и оплата больничного при прямых выплатах ФСС в 2021 году.	Больничный лист заполняют в общем порядке. Но при прямых выплатах не надо указывать сумму пособия за счет ФСС и общую сумму пособия (п. 73 Порядка, утв. приказом Минздрава от 01.09.2020 № 925н).	86	292313
16178	Заполните только раздел «Заполняется страхователем» листка нетрудоспособности. Больничный листок заполните печатными заглавными буквами гелевой, капиллярной или перьевой ручкой с чернилами черного цвета. Шариковой ручкой писать в больничном нельзя. Все записи не должны выходить за пределы границ ячеек.	Больничный лист заполняют в общем порядке. Но при прямых выплатах не надо указывать сумму пособия за счет ФСС и общую сумму пособия (п. 73 Порядка, утв. приказом Минздрава от 01.09.2020 № 925н).	86	292313
16178	Все строки листка нетрудоспособности заполните начиная с первой ячейки. Пробелы между словами обязательны. Когда ставите печать работодателя на листке нетрудоспособности, следите, чтобы она не попадала на ячейки с данными и была четкой и хорошо читаемой. Так предусмотрено пунктом 63 Порядка, утвержденного приказом Минздрава от 01.09.2020 № 925н.	Больничный лист заполняют в общем порядке. Но при прямых выплатах не надо указывать сумму пособия за счет ФСС и общую сумму пособия (п. 73 Порядка, утв. приказом Минздрава от 01.09.2020 № 925н).	86	292313
16178	Наравне с привычными бумажными больничными листками действуют электронные, которые работодатель должен заполнять по специальным правилам. Выдавать электронные больничные могут все медицинские учреждения, которые участвуют в информационном взаимодействии с ФСС и работодателями.	Больничный лист заполняют в общем порядке. Но при прямых выплатах не надо указывать сумму пособия за счет ФСС и общую сумму пособия (п. 73 Порядка, утв. приказом Минздрава от 01.09.2020 № 925н).	86	292313
16181	В заработок включите все выплаты за расчетный период, на которые начисляли взносы на социальное страхование (ч. 2 ст. 14 Закона от 29.12.2006 № 255-ФЗ, п. 2 Положения, утв. постановлением Правительства от 15.06.2007 № 375). Выплаты в каждом из годов расчетного периода учитывайте в пределах облагаемого страховыми взносами лимита. Максимальная величина в каждом конкретном году своя. В 2019 году это 865 000 руб., а в 2020 году – 912 000 руб.	В заработок включите все выплаты за расчетный период, на которые начисляли взносы на социальное страхование (ч. 2 ст. 14 Закона от 29.12.2006 № 255-ФЗ, п. 2 Положения, утв. постановлением Правительства от 15.06.2007 № 375). Выплаты в каждом из годов расчетного периода учитывайте в пределах облагаемого страховыми взносами лимита. Максимальная величина в каждом конкретном году своя. В 2019 году это 865 000 руб., а в 2020 году – 912 000 руб.	86	282683
16181	Все выплаты, которые не облагаются страховыми взносами, исключите из общей суммы заработка сотрудника за расчетный период. В частности, это: государственные пособия; законодательно установленные компенсационные выплаты сотрудникам; материальная помощь, не превышающая 4000 руб. в год на одного человека.	В заработок включите все выплаты за расчетный период, на которые начисляли взносы на социальное страхование (ч. 2 ст. 14 Закона от 29.12.2006 № 255-ФЗ, п. 2 Положения, утв. постановлением Правительства от 15.06.2007 № 375). Выплаты в каждом из годов расчетного периода учитывайте в пределах облагаемого страховыми взносами лимита. Максимальная величина в каждом конкретном году своя. В 2019 году это 865 000 руб., а в 2020 году – 912 000 руб.	86	282683
16181	Полный перечень освобождаемых от страховых взносов выплат – в статье 422 НК.	В заработок включите все выплаты за расчетный период, на которые начисляли взносы на социальное страхование (ч. 2 ст. 14 Закона от 29.12.2006 № 255-ФЗ, п. 2 Положения, утв. постановлением Правительства от 15.06.2007 № 375). Выплаты в каждом из годов расчетного периода учитывайте в пределах облагаемого страховыми взносами лимита. Максимальная величина в каждом конкретном году своя. В 2019 году это 865 000 руб., а в 2020 году – 912 000 руб.	86	282683
16210	Единовременное пособие при рождении ребенка, пособия по беременности и родам и по уходу за ребенком в справке о доходах к 6-НДФЛ не отражайте. Это государственные пособия, которые не облагаются НДФЛ (п. 1 ст. 217 НК, письмо Минфина от 02.04.2019 № 03-04-05/22860).	Сумму больничного отразите в приложении к справке с кодом дохода 2300 по строке месяца, в котором оно было выплачено (п. 5.8 Порядка, утв. приказом ФНС от 15.10.2020 № ЕД-7-11/753@). Больничный облагается НДФЛ в полном размере, независимо от источника финансирования. Поэтому и отражать его в справке нужно одной суммой.	86	303080
16210	Выходное пособие при увольнении включите в справку только в сумме, которая превышает необлагаемый предел. Код дохода – 2014. Если превышения нет – выплату в справке не отражайте (п. 1 ст. 217 НК).	Сумму больничного отразите в приложении к справке с кодом дохода 2300 по строке месяца, в котором оно было выплачено (п. 5.8 Порядка, утв. приказом ФНС от 15.10.2020 № ЕД-7-11/753@). Больничный облагается НДФЛ в полном размере, независимо от источника финансирования. Поэтому и отражать его в справке нужно одной суммой.	86	303080
16210	Больничное пособие, в том числе пособия по уходу за больным ребенком и при производственной травме, облагается НДФЛ (ст. 210, п. 1 ст. 217, п. 6 ст. 226 НК). Поэтому сумму пособия включите в справку. Аналогичные разъяснения в письмах Минфина от 16.04.2019 № 03-04-05/27097, от 06.04.2017 № 03-04-05/20728, от 29.04.2013 № 03-04-05/14992, ФНС от 21.10.2016 № БС-3-11/4922.	Сумму больничного отразите в приложении к справке с кодом дохода 2300 по строке месяца, в котором оно было выплачено (п. 5.8 Порядка, утв. приказом ФНС от 15.10.2020 № ЕД-7-11/753@). Больничный облагается НДФЛ в полном размере, независимо от источника финансирования. Поэтому и отражать его в справке нужно одной суммой.	86	303080
16210	В справку включите только пособие за первые три дня болезни, которое оплачивает работодатель. Напомним, пособие за остальные дни работник напрямую получает от ФСС. НДФЛ с этой суммы удержит фонд. Как рассчитать и удержать НДФЛ при выплате пособия – в рекомендации.	Сумму больничного отразите в приложении к справке с кодом дохода 2300 по строке месяца, в котором оно было выплачено (п. 5.8 Порядка, утв. приказом ФНС от 15.10.2020 № ЕД-7-11/753@). Больничный облагается НДФЛ в полном размере, независимо от источника финансирования. Поэтому и отражать его в справке нужно одной суммой.	86	303080
16210	Сумму больничного отразите в приложении к справке с кодом дохода 2300 по строке месяца, в котором оно было выплачено (п. 5.8 Порядка, утв. приказом ФНС от 15.10.2020 № ЕД-7-11/753@). Больничный облагается НДФЛ в полном размере, независимо от источника финансирования. Поэтому и отражать его в справке нужно одной суммой.	Сумму больничного отразите в приложении к справке с кодом дохода 2300 по строке месяца, в котором оно было выплачено (п. 5.8 Порядка, утв. приказом ФНС от 15.10.2020 № ЕД-7-11/753@). Больничный облагается НДФЛ в полном размере, независимо от источника финансирования. Поэтому и отражать его в справке нужно одной суммой.	86	303080
16210	Обратите внимание: с кодом дохода 2300 в справке отражаются только суммы больничного. Если работодатель доплачивает сотрудникам к больничному до фактического среднего заработка, покажите доплату в приложении к справке по коду 4800.	Сумму больничного отразите в приложении к справке с кодом дохода 2300 по строке месяца, в котором оно было выплачено (п. 5.8 Порядка, утв. приказом ФНС от 15.10.2020 № ЕД-7-11/753@). Больничный облагается НДФЛ в полном размере, независимо от источника финансирования. Поэтому и отражать его в справке нужно одной суммой.	86	303080
16361	Включите переходящее пособие в разделы 1 и 2 расчета 6-НДФЛ за период, в котором выплатили больничные. Например, если начислили пособие в одном квартале, а выплатили в следующем. В частности, когда пособие за март выплатили в апреле, за июнь – в июле, за сентябрь – в октябре, за декабрь – в январе следующего года.	Включите переходящее пособие в разделы 1 и 2 расчета 6-НДФЛ за период, в котором выплатили больничные. Например, если начислили пособие в одном квартале, а выплатили в следующем. В частности, когда пособие за март выплатили в апреле, за июнь – в июле, за сентябрь – в октябре, за декабрь – в январе следующего года.	12	320760
16361	Доход у сотрудника возникнет только в момент выплаты пособия. Показывать этот доход в расчете за период, в котором пособие начислили, не нужно. Расчет заполните в общем порядке.	Включите переходящее пособие в разделы 1 и 2 расчета 6-НДФЛ за период, в котором выплатили больничные. Например, если начислили пособие в одном квартале, а выплатили в следующем. В частности, когда пособие за март выплатили в апреле, за июнь – в июле, за сентябрь – в октябре, за декабрь – в январе следующего года.	12	320760
19714	Сотруднику оплатят только те дни, которые выпадают на время после окончания ежегодного отпуска.	Сотруднику оплатят только те дни, которые выпадают на время после окончания ежегодного отпуска.	12	342866
19714	Больничный лист по уходу за ребенком не выдают в периоды ежегодного оплачиваемого отпуска и отпуска без сохранения заработной платы (п. 46 Порядка, утвержденного приказом Минздрава от 01.09.2020 № 925н). Больничный можно будет получить, когда отпуск кончится.	Сотруднику оплатят только те дни, которые выпадают на время после окончания ежегодного отпуска.	12	342866
19714	Требований переносить или продлевать отпуск из-за больничного по уходу за ребенком в ТК нет. Вместе с тем ежегодный оплачиваемый отпуск можно продлить в других случаях, например, если такое правило зафиксировали в локальном акте. Аналогичные разъяснения – в письме Минтруда от 17.06.2020 № 14-2/ООГ-8522. Больничный в отпуске оплачивают, только когда сотрудник сам болел во время ежегодного оплачиваемого отпуска (см. пример выплаты больничного пособия сотруднику, который заболел во время ежегодного оплачиваемого отпуска).	Сотруднику оплатят только те дни, которые выпадают на время после окончания ежегодного отпуска.	12	342866
24029	Основание: Федеральный закон от 26.05.2021 № 151-ФЗ.	Суть изменений: С 1 сентября 2021 года пособие при уходе за больным ребенком в возрасте до 8 лет ФСС выплачивает в размере 100 процентов среднего заработка. Стаж родителя больше не влияет на размер пособия. Где лечили ребенка — в стационаре или амбулаторно, не важно.	86	354046
24029	Суть изменений: С 1 сентября 2021 года пособие при уходе за больным ребенком в возрасте до 8 лет ФСС выплачивает в размере 100 процентов среднего заработка. Стаж родителя больше не влияет на размер пособия. Где лечили ребенка — в стационаре или амбулаторно, не важно.	Суть изменений: С 1 сентября 2021 года пособие при уходе за больным ребенком в возрасте до 8 лет ФСС выплачивает в размере 100 процентов среднего заработка. Стаж родителя больше не влияет на размер пособия. Где лечили ребенка — в стационаре или амбулаторно, не важно.	86	354046
24029	В законе нет уточнений по переходным правилам, когда больничный открыт до 1 сентября, а закрыт после. Исходя из прежних разъяснений фонда в такой ситуации страховой случай делили на две части — до и после 1 числа. Дни после 1-го числа оплачивали по новым правилам (письмо МРО ФСС от 09.07.2020 № 14-15/7710-1882л). Однако ФСС будет оплачивать больничные по уходу по новым правилам только, если страховой случай начался 1 сентября и позже. Подробнее — в рекомендации.	Суть изменений: С 1 сентября 2021 года пособие при уходе за больным ребенком в возрасте до 8 лет ФСС выплачивает в размере 100 процентов среднего заработка. Стаж родителя больше не влияет на размер пособия. Где лечили ребенка — в стационаре или амбулаторно, не важно.	86	354046
24029	При уходе за ребенком 8 лет и старше пособие выплатят по прежним правилам. Они зависят от того, где лечили ребенка. Если лечили в стационаре, ФСС рассчитает пособие исходя из страхового стажа работника. Если лечение проходило дома, то за первые 10 дней фонд выплатит пособие исходя из страхового стажа работника, за последующие дни — 50 процентов среднего заработка.	Суть изменений: С 1 сентября 2021 года пособие при уходе за больным ребенком в возрасте до 8 лет ФСС выплачивает в размере 100 процентов среднего заработка. Стаж родителя больше не влияет на размер пособия. Где лечили ребенка — в стационаре или амбулаторно, не важно.	86	354046
30903	Порядок расчета больничных при прямых выплатах ничем не отличается от расчета пособия при зачетном механизме. Но, чтобы человек получил пособие, все необходимые документы он подает своему работодателю, а тот в свою очередь передает данные в ФСС. Перечень документов зависит о того, с чем именно связана нетрудоспособность: с болезнью или несчастным случаем на производстве, профзаболеванием.	Порядок расчета больничных при прямых выплатах ничем не отличается от расчета пособия при зачетном механизме. Но, чтобы человек получил пособие, все необходимые документы он подает своему работодателю, а тот в свою очередь передает данные в ФСС. Перечень документов зависит о того, с чем именно связана нетрудоспособность: с болезнью или несчастным случаем на производстве, профзаболеванием.	86	367909
30903	Если нетрудоспособность сотрудника не связана с несчастным случаем на производстве, в организацию он представляет (ч. 5 ст. 13 Закона от 29.12.2006 № 255-ФЗ): листок нетрудоспособности; справки о заработке с предыдущих мест работы за расчетный период.	Порядок расчета больничных при прямых выплатах ничем не отличается от расчета пособия при зачетном механизме. Но, чтобы человек получил пособие, все необходимые документы он подает своему работодателю, а тот в свою очередь передает данные в ФСС. Перечень документов зависит о того, с чем именно связана нетрудоспособность: с болезнью или несчастным случаем на производстве, профзаболеванием.	86	367909
30903	Помимо больничного и справки о заработке нужны дополнительные сведения о работнике для выплаты пособия. С 2021 года работник предоставляет их в момент трудоустройства или в период работы. Бланк сведений утверждает ФСС (п. 2 Положения, утвержденного постановлением Правительства от 30.12.2020 № 2375). Сведения можно подать по форме, которая утверждена ФСС (приказ ФСС от 04.02.2021 № 26).	Порядок расчета больничных при прямых выплатах ничем не отличается от расчета пособия при зачетном механизме. Но, чтобы человек получил пособие, все необходимые документы он подает своему работодателю, а тот в свою очередь передает данные в ФСС. Перечень документов зависит о того, с чем именно связана нетрудоспособность: с болезнью или несчастным случаем на производстве, профзаболеванием.	86	367909
30903	Листок нетрудоспособности надо заполнить по общим правилам. Но при прямых выплатах есть одна особенность: работодатель может не заполнять строки «за счет средств Фонда социального страхования Российской Федерации» и «ИТОГО начислено». Так предусмотрено пунктом 51 Порядка выдачи и оформления листков нетрудоспособности (утв. приказом Минздрава от 01.09.2020 № 925н). Все документы передайте в отделение ФСС по месту своего учета. Подробности о том, как оформлять документы, – в разделе Какие документы подготовить и передать в ФСС.	Порядок расчета больничных при прямых выплатах ничем не отличается от расчета пособия при зачетном механизме. Но, чтобы человек получил пособие, все необходимые документы он подает своему работодателю, а тот в свою очередь передает данные в ФСС. Перечень документов зависит о того, с чем именно связана нетрудоспособность: с болезнью или несчастным случаем на производстве, профзаболеванием.	86	367909
30903	Обратите внимание: пособие по болезни фонд оплачивает в обычном порядке. То есть в случае заболевания самого работника фонд начисляет пособие начиная с четвертого дня болезни. Первые три дня нетрудоспособности работодатель оплачивает за счет собственных средств. Это следует из статьи 6 Закона от 29.12.2020 № 478-ФЗ, пункта 8 Положения (утв. постановлением Правительства от 30.12.2020 № 2375). Если заболел член семьи, например, ребенок сотрудника, то Фонд оплатит пособие начиная с первого дня.	Порядок расчета больничных при прямых выплатах ничем не отличается от расчета пособия при зачетном механизме. Но, чтобы человек получил пособие, все необходимые документы он подает своему работодателю, а тот в свою очередь передает данные в ФСС. Перечень документов зависит о того, с чем именно связана нетрудоспособность: с болезнью или несчастным случаем на производстве, профзаболеванием.	86	367909
30903	Если болезнь сотрудника связана с несчастным случаем на производстве либо обусловлена профзаболеванием, действует аналогичный порядок оформления документов для ФСС. Расширен лишь их перечень. Дополнительно в фонд передайте акт о несчастном случае на производстве либо акт о профзаболевании и копии материалов расследования. Это установлено пунктом 3 положения, утвержденного постановлением Правительства от 30.12.2020 № 2375. Пособие в связи с несчастным случаем или профзаболеванием ФСС оплачивает полностью начиная с первого дня нетрудоспособности. Такой порядок следует из подпункта 1 пункта 1 статьи 8 Закона от 24.07.1998 № 125-ФЗ.	Порядок расчета больничных при прямых выплатах ничем не отличается от расчета пособия при зачетном механизме. Но, чтобы человек получил пособие, все необходимые документы он подает своему работодателю, а тот в свою очередь передает данные в ФСС. Перечень документов зависит о того, с чем именно связана нетрудоспособность: с болезнью или несчастным случаем на производстве, профзаболеванием.	86	367909
30903	Полученные от сотрудника сведения передайте в отделение ФСС в форме электронного реестра или на бумаге (см. подробности про форму передачи сведений). Отправить данные надо по месту своего учета в течение пяти календарных дней c того дня, когда были получены заявление и другие бумаги от сотрудника. Приняв документы, отделение ФСС рассматривает их не дольше 10 календарных дней. До того как истекут эти 10 календарных дней, соцстрах должен выплатить пособие либо принять решение об отказе в выплате (см. подробности про алгоритм и сроки прямых выплат).	Порядок расчета больничных при прямых выплатах ничем не отличается от расчета пособия при зачетном механизме. Но, чтобы человек получил пособие, все необходимые документы он подает своему работодателю, а тот в свою очередь передает данные в ФСС. Перечень документов зависит о того, с чем именно связана нетрудоспособность: с болезнью или несчастным случаем на производстве, профзаболеванием.	86	367909
39011	Период времени, когда сотрудник болел и получал пособие по нетрудоспособности, включают в форму СЗВ-СТАЖ (подп. 2 п. 1 ст. 12 Закона от 28.12.2013 № 400-ФЗ).	Период болезни сотрудника выделите отдельной строкой. Заполните графы 1, 2–4, 5 раздела 3 в общем порядке. Отразите в графах 6–7 раздела 3 формы СЗВ-СТАЖ дату начала и дату окончания болезни. В графе 11 укажите код «ВРНЕТРУД». Этот код обозначает дни временной нетрудоспособности, за который работник получил пособие.	86	379310
39011	Период болезни сотрудника выделите отдельной строкой. Заполните графы 1, 2–4, 5 раздела 3 в общем порядке. Отразите в графах 6–7 раздела 3 формы СЗВ-СТАЖ дату начала и дату окончания болезни. В графе 11 укажите код «ВРНЕТРУД». Этот код обозначает дни временной нетрудоспособности, за который работник получил пособие.	Период болезни сотрудника выделите отдельной строкой. Заполните графы 1, 2–4, 5 раздела 3 в общем порядке. Отразите в графах 6–7 раздела 3 формы СЗВ-СТАЖ дату начала и дату окончания болезни. В графе 11 укажите код «ВРНЕТРУД». Этот код обозначает дни временной нетрудоспособности, за который работник получил пособие.	86	379310
39011	Если в организации есть совместители, заполните раздел 3 в форме СЗВ-СТАЖ на внутренних совместителей так же, как и на штатных сотрудников. Графы 1, 2–4, 5 раздела 3 заполните в общем порядке. Заполните раздел 3 формы СЗВ-СТАЖ на внешнего совместителя с учетом того, где он получил пособие по временной нетрудоспособности. Когда работодатель выплатил пособие по временной нетрудоспособности, укажите код «ВРНЕТРУД». Если не выплачивали пособие внешнему совместителю, то отразите период болезни с кодом «НЕОПЛ» (п. 2.3.26 Порядка, утв. постановлением Правления ПФР от 06.12.2018 № 507п).	Период болезни сотрудника выделите отдельной строкой. Заполните графы 1, 2–4, 5 раздела 3 в общем порядке. Отразите в графах 6–7 раздела 3 формы СЗВ-СТАЖ дату начала и дату окончания болезни. В графе 11 укажите код «ВРНЕТРУД». Этот код обозначает дни временной нетрудоспособности, за который работник получил пособие.	86	379310
10902	Чтобы оформить отпуск за свой счет, сотрудник должен написать заявление (ст. 128 ТК). Заявление необходимо независимо от того, какой отпуск за свой счет оформляет сотрудник – обязательный или нет. На основании заявления сотрудника издайте приказ о предоставлении отпуска. Приказ должен подписать руководитель, сотрудника необходимо ознакомить с ним под подпись.	Чтобы оформить отпуск за свой счет, сотрудник должен написать заявление (ст. 128 ТК). Заявление необходимо независимо от того, какой отпуск за свой счет оформляет сотрудник – обязательный или нет. На основании заявления сотрудника издайте приказ о предоставлении отпуска. Приказ должен подписать руководитель, сотрудника необходимо ознакомить с ним под подпись.	86	92132
