	Query	Answer	MouseClass	MouseConfidence
665	по какой форме и в какой срок сдавать заявление о подтверждении основного вида деятельности?	При уплате налогов и взносов в 2023 году надо использовать новые образцы платежных поручений. В справочнике — образцы с правилами заполнения на 2023 год платежек по ЕНП, взамен уведомлений и не по ЕНП, а также интерактивный помощник, который подберет нужный образец под вашу ситуацию.                                                                                                                                                                                                                        	0	0.9949073
666	по какой форме и в какой срок сдавать заявление о подтверждении основного вида деятельности?	Пояснения по налогу на прибыль составьте в произвольной форме. Как правило, инспекторы сравнивают данные декларации по налогу на прибыль с декларацией по НДС, бухгалтерской отчетностью, выписками по расчетным счетам и другими документами. Данные часто несопоставимы, и это обоснованно. Но безопаснее ответить на требование, чтобы избежать штрафа. Готовые формулировки для ответов можно взять из образцов ниже.                                                                                           	0	0.99486166
667	по какой форме и в какой срок сдавать заявление о подтверждении основного вида деятельности?	Подавать уведомление о начислениях для ЕНП по НДС не надо. Это относится к НДС как по внутрироссийским операциям, так и по импорту.                                                                                                                                                                                                                                                                                                                                                                                 	0	0.9308694
668	по какой форме и в какой срок сдавать заявление о подтверждении основного вида деятельности?	Налогоплательщикам не надо определять, в какую именно ИФНС следует заплатить налог на имущество организаций и авансовые платежи по нему. Достаточно правильно рассчитать налоговые обязательства и перечислить деньги на единый налоговый счет (ЕНС). Инспекторы самостоятельно распределят поступившие средства по соответствующим бюджетам. Такой порядок действует с 2023 года (ст. 11.3 НК). По общему правилу налоговые платежи перечисляют в бюджет по местонахождению недвижимости (ст. 383 НК).             	0	0.9948572
669	по какой форме и в какой срок сдавать заявление о подтверждении основного вида деятельности?	На какой срок предоставить отпуск за свой счет, работодатель и сотрудник определяют самостоятельно по соглашению сторон. Отпуск за свой счет работодатель вправе предоставить на любой срок – несколько дней, недель, месяцев и даже лет. Это следует из статьи 128 ТК. Исключение – случаи, когда работодатель обязан предоставить сотруднику отпуск за свой счет. Срок такого отпуска установлен в части 2 статьи 128 ТК, но стороны вправе его увеличить по соглашению сторон.                                   	0	0.99471384
670	по какой форме и в какой срок сдавать заявление о подтверждении основного вида деятельности?	В рекомендации – кто, куда и когда сдавать декларацию, а также как заполнить каждый раздел отчета. Подборка ответов на сложные вопросы и готовые образцы помогут сэкономить время и правильно заполнить отчет.                                                                                                                                                                                                                                                                                                      	0	0.9949314
671	по какой форме и в какой срок сдавать заявление о подтверждении основного вида деятельности?	Организации на УСН представляют баланс по общей или упрощенной форме из приказа Минфина от 02.07.2010 № 66н. Упрощенную форму могут выбрать те, кто вправе вести упрощенный бухучет. ИП на УСН баланс не заполняют, так как не обязаны вести бухучет (подп. 1 п. 2 ст. 6 Закона от 06.12.2011 № 402-ФЗ).Начисленный налог при УСН отражают в балансе по строке 1520 «Краткосрочные обязательства», переплату по налогу – по строке 1230 «Дебиторская задолженность». Остальные строки заполняют в общем порядке.    	0	0.99497163
672	по какой форме и в какой срок сдавать заявление о подтверждении основного вида деятельности?	Уведомление для ЕНП надо подавать по земельному налогу. Уведомление об исчисленных суммах налогов и взносов подают для распределения ЕНП по платежам, по которым срок сдачи отчетности позже, чем срок уплаты (п. 9 ст. 58 НК). Поскольку декларацию по земельному налогу не сдают, чтобы ИФНС отразила на ЕНС обязательство по земельному налогу, в уведомлении надо указать, что это за платеж и за какой он период (приказ ФНС от 04.09.2019 № ММВ-7-21/440).                                                    	0	0.9891845
673	по какой форме и в какой срок сдавать заявление о подтверждении основного вида деятельности?	Дату возникновения дохода по НДФЛ определяют по виду самого дохода. Сроки уплаты НДФЛ зависят от того, какой именно НДФЛ вы перечисляете – как налоговый агент, как гражданин с личных доходов или ИП с доходов от предпринимательской деятельности. Для налоговых агентов важен и период удержания налога. Даты доходов и сроки уплаты НДФЛ по видам выплат – в справочнике ниже.                                                                                                                                  	0	0.9944893
674	по какой форме и в какой срок сдавать заявление о подтверждении основного вида деятельности?	Кто обязан создавать резерв на оплату отпусков, как правильно его оценить и отразить в бухучете, а также что нужно прописать в учетной политике, чтобы создать резерв в налоговом учете, как рассчитать предельную сумму отчислений и ежемесячный процент отчислений в резерв и учесть расходы при налогообложения прибыли, смотрите в рекомендации.Подробнее о различиях в порядке формирования резерва смотрите Различия в формировании резерва на оплату отпусков в бухгалтерском и налоговом учете.             	0	0.9948886
675	по какой форме и в какой срок сдавать заявление о подтверждении основного вида деятельности?	Подавать уведомление о начислениях для ЕНП по НДС не надо. Это относится к НДС как по внутрироссийским операциям, так и по импорту.                                                                                                                                                                                                                                                                                                                                                                                 	0	0.9308694
676	по какой форме и в какой срок сдавать заявление о подтверждении основного вида деятельности?	Налоговые ставки могут быть дифференцированы в зависимости от категории земель и вида разрешенного использования земельного участка. Если на местном уровне налоговые ставки не утверждены, рассчитывайте налог по ставкам 0,3 или 1,5 процента. Как определить ставку, смотрите в справочнике.                                                                                                                                                                                                                     	0	0.994949
677	по какой форме и в какой срок сдавать заявление о подтверждении основного вида деятельности?	Налог по УСН и минимальный налог за 2022 год организации и ИП должны платить в 2023 году в составе ЕНП. Специальных правил для уплаты налога по УСН за 2022 год нет. Для уплаты заполните платежное поручение на перечисление ЕНП с КБК ЕНП – 182 0 10 61201 01 0000 510. Уведомление об исчисленных суммах налога по УСН за 2022 год или платежку вместо уведомления подавать не надо, так как сроки сдачи декларации раньше срока уплаты налога (п. 9 ст. 58 НК).                                                 	0	0.99496293
678	по какой форме и в какой срок сдавать заявление о подтверждении основного вида деятельности?	Лизингополучатель признает объект аренды как актив по дебету счета 01 субсчет «Право пользования активом» с одновременным учетом обязательства по аренде по кредиту счета 76.  Проводки и примеры всех операций по лизингу – от поступления лизингового имущества до его возврата или выкупа – смотрите в этом материале. Что в итоге получится по счетам учета – смотрите сводную таблицу сальдо по счетам. Подробнее о порядке оформления и учета лизинга – схема действий лизингополучателя.                     	0	0.99468285
679	по какой форме и в какой срок сдавать заявление о подтверждении основного вида деятельности?	Уведомление для ЕНП по НДФЛ надо подать, если вы перечисляете налог как налоговый агент или как ИП платите НДФЛ на общей системе. Если физлицо платит НДФЛ самостоятельно, то подавать уведомление об исчисленных суммах налога не надо.                                                                                                                                                                                                                                                                            	0	0.99020386
680	по какой форме и в какой срок сдавать заявление о подтверждении основного вида деятельности?	Определить нужный КБК на 2023 год можно в сервисе «Узнайте верный КБК» или по Справочнику                                                                                                                                                                                                                                                                                                                                                                                                                           	0	0.99465925
681	по какой форме и в какой срок сдавать заявление о подтверждении основного вида деятельности?	Авансовые платежи платят все плательщики налога на прибыль, кроме театров и ряда других бюджетных учреждений. Срок уплаты зависит от суммы налога и периодичности отчетности: ежеквартально или ежемесячно. В первом случае авансы платят ежемесячно исходя из прибыли предыдущего квартала или ежеквартально в зависимости от суммы доходов за квартал. Во втором – ежемесячно исходя из фактической прибыли.                                                                                                      	0	0.99464357
682	по какой форме и в какой срок сдавать заявление о подтверждении основного вида деятельности?	Физлица платят НДФЛ при продаже земельного участка, если он был в собственности меньше минимального срока владения (подп. 2 п. 1 ст. 228, п. 3 и 4 ст. 217.1 НК). При дарении, вкладе в уставный капитала дохода не возникает. Компенсацию, полученную при принудительном изъятии земли государством, включите в доходы.                                                                                                                                                                                            	0	0.9949033
683	по какой форме и в какой срок сдавать заявление о подтверждении основного вида деятельности?	На ПСН годовой доход для пенсионных взносов ИП считайте по правилам статей 346.47 и 346.51 НК (подп. 5 п. 9 ст. 430 НК). Берите потенциально возможный годовой доход по патенту ИП. Реальные доходы на патенте не влияют на сумму страховых взносов за ИП (письмо Минфина от 24.12.2021 № 03-11-11/105701). Расходы при расчете облагаемой базы не учитывайте.                                                                                                                                                      	0	0.9948914
684	по какой форме и в какой срок сдавать заявление о подтверждении основного вида деятельности?	Налог при УСН с объектом «доходы минус расходы» зависит от двух показателей – базы и ставки. В налоговую базу включают полученные доходы, далее вычитают расходы из перечня, потом базу умножают на ставку. В рекомендации – как посчитать авансовые платежи и налог по итогам года по обычной или пониженной ставке. О ставках на УСН и расчете платежей по повышенной ставке – в других рекомендациях.                                                                                                            	0	0.99497706
685	по какой форме и в какой срок сдавать заявление о подтверждении основного вида деятельности?	Уведомление для ЕНП по налогу на прибыль надо подать, только если вы перечисляете налог как налоговый агент или как налогоплательщик платите налог на прибыль с доходов по государственным и муниципальным ценным бумагам. В остальных случаях, когда организация платит налог на прибыль в качестве налогоплательщика, подавать уведомление об исчисленных суммах налога не надо.                                                                                                                                  	0	0.9854511
686	по какой форме и в какой срок сдавать заявление о подтверждении основного вида деятельности?	Чтобы заказать услуги бухгалтера, компания должна заключить договор аутсорсинга с другой организацией. Для этого нужно описать обязанности бухгалтера, сроки оказания услуг и ответственность исполнителя за ошибки. Надо решить, какими документами контрагенты будут удостоверять факт оказания услуг и отсутствие взаимных претензий по договору. Дополнительно в договор стоит включить раздел о конфиденциальности и установить ответственность исполнителя за нарушение этого режима.                         	0	0.9932429
687	по какой форме и в какой срок сдавать заявление о подтверждении основного вида деятельности?	Отказ представить документы в ИФНС оформите в произвольном виде, если не подходит типовой бланк, утвержденный приказом ФНС от 24.04.2019 № ММВ-7-2/204. Например, чтобы уточнить требование. Используйте типовой бланк, если:не успеваете представить документы в срок, но готовы сделать это позже;документов нет – утеряны, уничтожены, переданы аудиторам или изъяты правоохранительными органами;документы ранее уже представляли в ИФНС, поэтому требовать их повторно инспекторы не вправе.                   	0	0.99481034
688	по какой форме и в какой срок сдавать заявление о подтверждении основного вида деятельности?	Лизингополучатель признает объект аренды как актив по дебету счета 01 субсчет «Право пользования активом» с одновременным учетом обязательства по аренде по кредиту счета 76.  Проводки и примеры всех операций по лизингу – от поступления лизингового имущества до его возврата или выкупа – смотрите в этом материале. Что в итоге получится по счетам учета – смотрите сводную таблицу сальдо по счетам. Подробнее о порядке оформления и учета лизинга – схема действий лизингополучателя.                     	0	0.99468285
689	по какой форме и в какой срок сдавать заявление о подтверждении основного вида деятельности?	С 2023 года налоги и взносы перечисляют единым налоговым платежом, который инспекция сама засчитает в счет текущих платежей, недоимок, пеней и штрафов. В рекомендации — как перейти на ЕНП, в какие сроки его платить, как подать уведомление о начислениях, как заполнить платежку и отражать платеж в учете. Образцы документов и видеоинструкции помогут быстро разобраться в новых правилах работы.                                                                                                            	0	0.99493104
690	по какой форме и в какой срок сдавать заявление о подтверждении основного вида деятельности?	Из-за изменений в стандартах по бухгалтерскому учету с 2022 года нужно решить, какие правила учета выбрать при переходе на ФСБУ по основным средствам, аренде и первичным документам. В рекомендации — формулировки, которые помогут составить приказ об изменении учетной политики на 2022 год и упростить учет запасов, а также генератор, чтобы составить учетную политику под свои условия.                                                                                                                     	0	0.9949686
691	по какой форме и в какой срок сдавать заявление о подтверждении основного вида деятельности?	Льготы по налогу на имущество устанавливают для определенных категорий организаций и определенных видов имущества (п. 1 ст. 56, ст. 381 НК).Льготы бывают двух видов:— федеральные;— региональные.                                                                                                                                                                                                                                                                                                                  	0	0.99491185
692	по какой форме и в какой срок сдавать заявление о подтверждении основного вида деятельности?	До 2023 года справка 182н необходима для расчета пособий по временной нетрудоспособности и в связи с материнством. Если работник принесет справку о заработке за прошлые годы, пособие нужно пересчитать. В рекомендации – по какой форме и за какой период выдать справку, какие доходы указать, кто подписывает справку и нужна ли в ней печать. С 2023 года справка отменена.                                                                                                                                    	0	0.9949951
693	по какой форме и в какой срок сдавать заявление о подтверждении основного вида деятельности?	Размер процентов важно установить в договоре. Если этого не сделать, то заемщик должен будет заплатить проценты по ключевой ставке, которая действует в соответствующие периоды. Размер процентов по займу можно установить:– в размере фиксированной ставки в процентах годовых;– с применением ставки в процентах годовых, величина которой может изменяться в зависимости от предусмотренных договором условий.                                                                                                  	0	0.99476033
694	по какой форме и в какой срок сдавать заявление о подтверждении основного вида деятельности?	Разъездная работа предполагает регулярные служебные поездки с возможностью ежедневно возвращаться домой. Обычно устанавливают курьерам, страховым агентам, торговым представителям. Сотрудникам с разъездным характером работы компенсируйте расходы в связи с условиями работы. В рекомендации – перечень расходов, какие документы оформлять и как отражать в бухучете и при расчете налогов и взносов.                                                                                                           	0	0.99474007
695	по какой форме и в какой срок сдавать заявление о подтверждении основного вида деятельности?	Авансовые платежи платят все плательщики налога на прибыль, кроме театров и ряда других бюджетных учреждений. Срок уплаты зависит от суммы налога и периодичности отчетности: ежеквартально или ежемесячно. В первом случае авансы платят ежемесячно исходя из прибыли предыдущего квартала или ежеквартально в зависимости от суммы доходов за квартал. Во втором – ежемесячно исходя из фактической прибыли.                                                                                                      	0	0.99464357
696	по какой форме и в какой срок сдавать заявление о подтверждении основного вида деятельности?	В приложении 4 к листу 02 отражают уменьшение налоговой базы текущего периода на сумму убытков, сложившихся в предыдущих налоговых периодах. Подробнее о том, как перенести убытки прошлых лет на будущее, читайте в рекомендации.Переносить на будущее можно только те убытки, которые сложились в целом по деятельности организации. Убытки по операциям, которые учитывают по специальным правилам, в приложении 4 не показывают.                                                                                	0	0.99489224
697	по какой форме и в какой срок сдавать заявление о подтверждении основного вида деятельности?	За умышленную неуплату налогов штраф – 40 процентов. Если организация не перечислит налог, выступая в роли налогового агента, то оштрафуют ее также на 20 процентов от суммы. Штраф налагают, если недоимка возникла из-за ошибок в исчислении налога, неправомерных действий или бездействия.                                                                                                                                                                                                                      	0	0.9947524
698	по какой форме и в какой срок сдавать заявление о подтверждении основного вида деятельности?	В уведомлении по НДФЛ в 2023 году надо указать КБК НДФЛ в зависимости от дохода и применяемой ставки. Например, КБК по НДФЛ налогового агента или дивидендам.                                                                                                                                                                                                                                                                                                                                                       	0	0.99392694
699	по какой форме и в какой срок сдавать заявление о подтверждении основного вида деятельности?	Упрощенные способы ведения бухучета, включая упрощенную бухгалтерскую отчетность, вправе применять три группы организаций. К первой из них относятся субъекты малого предпринимательства. Во вторую группу входят организации, получившие статус участников проекта «Сколково». И наконец, к третьей группе относятся некоммерческие организации.                                                                                                                                                                   	0	0.99474263
700	по какой форме и в какой срок сдавать заявление о подтверждении основного вида деятельности?	Сведения по форме СЗВ-М сдавайте ежемесячно не позднее 15-го числа месяца, следующего за отчетным (п. 2.2 ст. 11 Закона от 01.04.1996 № 27-ФЗ). Отчет за декабрь 2022 года представьте не позднее 16 января 2023 года. Срок сдачи отчета совпадает с выходным или нерабочим праздничным днем, поэтому страхователи вправе отчитаться в ближайший следующий рабочий день. Отчет можно сдать раньше 15-го числа – запрета на это нет.                                                                                 	0	0.9945786
701	по какой форме и в какой срок сдавать заявление о подтверждении основного вида деятельности?	При перечислении налогов и взносов в ИФНС плательщики указывают коды 01 или 02. Если за плательщика обязанность по уплате налога или взноса исполняет уполномоченный представитель, законный представитель или иное лицо, в поле 101 указывайте статус того, за кого перечисляете платеж. Это следует из приложения 5 к приказу Минфина от 12.11.2013 № 107н. Основные коды в поле 101 – в таблице ниже.                                                                                                            	0	0.9947653
702	по какой форме и в какой срок сдавать заявление о подтверждении основного вида деятельности?	Порядок налогообложения посреднических операций у заказчика, комитента, принципала, доверителя зависит от того, какое поручение посредник выполняет для заказчика: продает или покупает товары. Как посчитать и в какой момент отразить доходы при продажах через посредника, какие расходы можно учесть – в рекомендации.                                                                                                                                                                                          	0	0.9946373
703	по какой форме и в какой срок сдавать заявление о подтверждении основного вида деятельности?	Уведомление для ЕНП по НДФЛ заполняйте и сдавайте ежемесячно с января по декабрь. За декабрь подайте уведомление по НДФЛ дважды – за период с 23 ноября по 22 декабря и с 23 по 31 декабря. В уведомлении укажите КБК НДФЛ и код отчетного периода. Если начислили НДФЛ по разным ставкам и КБК, заполните по каждому платежу свой блок строк 1–6 раздела «Данные». Если сумма начисленного НДФЛ равна нулю, уведомление не подавайте. Ниже – порядок заполнения и образец уведомления для ЕНП по НДФЛ.             	0	0.9828173
704	по какой форме и в какой срок сдавать заявление о подтверждении основного вида деятельности?	Чтобы подать сведения о стаже формы ЕФС-1, вам нужно заполнить:титульный лист;подраздел 1 раздела 1 «Сведения о трудовой (иной) деятельности, страховом стаже, заработной плате зарегистрированного лица (ЗЛ)»;подраздел 1.2 подраздела 1 «Сведения о страховом стаже»;подраздел 2 раздела 1 «Основание для отражения данных о периодах работы для назначения пенсии».                                                                                                                                              	0	0.99490005
705	по какой форме и в какой срок сдавать заявление о подтверждении основного вида деятельности?	На ПСН годовой доход для пенсионных взносов ИП считайте по правилам статей 346.47 и 346.51 НК (подп. 5 п. 9 ст. 430 НК). Берите потенциально возможный годовой доход по патенту ИП. Реальные доходы на патенте не влияют на сумму страховых взносов за ИП (письмо Минфина от 24.12.2021 № 03-11-11/105701). Расходы при расчете облагаемой базы не учитывайте.                                                                                                                                                      	0	0.9948914
706	по какой форме и в какой срок сдавать заявление о подтверждении основного вида деятельности?	В 2023 году при уплате НДФЛ с дивидендов резидентам до 5 млн руб. включительно используйте КБК 182 1 01 02130 01 1000 110, сверх 5 млн руб. – 182 1 01 02140 01 1000 110. При уплате НДФЛ с дивидендов нерезидентам применяйте КБК 182 1 01 02130 01 1000 110, независимо от суммы дохода.                                                                                                                                                                                                                          	0	0.9948664
707	по какой форме и в какой срок сдавать заявление о подтверждении основного вида деятельности?	Уведомление для ЕНП по налогу на прибыль надо подать, только если вы перечисляете налог как налоговый агент или как налогоплательщик платите налог на прибыль с доходов по государственным и муниципальным ценным бумагам. В остальных случаях, когда организация платит налог на прибыль в качестве налогоплательщика, подавать уведомление об исчисленных суммах налога не надо.                                                                                                                                  	0	0.9854511
708	по какой форме и в какой срок сдавать заявление о подтверждении основного вида деятельности?	Форма, порядок заполнения и формат уведомления об исчисленных суммах налогов, авансовых платежей по налогам и страховых взносов утверждены приказом ФНС от 02.11.2022 № ЕД-7-8/1047@. Уведомление состоит из титульного листа и раздела «Данные» для сведений по обязательствам, по которым срок уплаты наступает в текущем месяце и по которым к сроку уплаты не сдается налоговая отчетность. В этом разделе заполняют отдельные блоки по каждому налогу, авансовому платежу, сбору и взносам.                    	0	0.9924775
709	по какой форме и в какой срок сдавать заявление о подтверждении основного вида деятельности?	Мы собрали ответы на самые частые запросы в Системе про НДФЛ: о последних изменениях, налогооблагаемых доходах, отчетности. Все, что нужно знать бухгалтеру об НДФЛ, – в этой рекомендации.                                                                                                                                                                                                                                                                                                                         	0	0.99457705
710	по какой форме и в какой срок сдавать заявление о подтверждении основного вида деятельности?	Патентную систему налогообложения вправе применять только ИП по отдельным видам деятельности. Сумма налога на ПСН зависит от размера потенциально возможного годового дохода в регионе, ставки и срока действия патента. Кто может получить патент, как вести учет, какие налоги и взносы платить – в рекомендации. Как подать заявление на патент или уйти с него – в отдельной рекомендации.                                                                                                                      	0	0.99473995
711	по какой форме и в какой срок сдавать заявление о подтверждении основного вида деятельности?	Уведомление для ЕНП надо подавать по налогу на имущество. Подавайте уведомление как по авансовым платежам, так и по налогу на имущество за год.                                                                                                                                                                                                                                                                                                                                                                     	0	0.99080783
